T2M,RH2M,PS,datetime,is_anomaly,anomaly_type,hour,month,T2M_diff,RH2M_diff,PS_diff,T2M_roll_mean,RH2M_roll_mean,PS_roll_mean,T2M_roll_std,RH2M_roll_std,PS_roll_std,T2M_roll_dev,RH2M_roll_dev,PS_roll_dev
9.23,52.88,991.0,2025-12-01 21:00:00,0,normal,21,11,-37.750427149915254,23.310000000000002,-1.0,20.39173785831921,38.556666666666665,991.7000000000002,13.372582382576981,7.872071307265065,0.46043457732632076,-11.16173785831921,14.323333333333338,-0.7000000000001592
10.3,55.18,991.5,2025-12-01 22:00:00,0,normal,22,11,1.0700000000000003,2.299999999999997,0.5,19.16507119165254,41.98166666666666,991.6,13.996301743688102,10.003802110531073,0.4195235392653258,-8.86507119165254,13.198333333333338,-0.10000000000002274
13.35,43.08,992.2,2025-12-01 23:00:00,0,normal,23,11,3.049999999999999,-12.100000000000001,0.7000000000000455,18.563404524985874,43.12833333333333,991.6166666666667,14.186352666128794,9.594476362296485,0.44459719596998837,-5.213404524985874,-0.04833333333333201,0.5833333333333712
15.94,37.87,992.9,2025-12-02 00:00:00,0,normal,0,11,2.59,-5.210000000000001,0.6999999999999318,18.51507119165254,43.12166666666667,991.8166666666666,14.196383115404592,9.598840381351591,0.6911343332987413,-2.575071191652542,-5.251666666666672,1.0833333333333712
20.35,28.24,992.9,2025-12-02 01:00:00,0,normal,1,11,4.410000000000002,-9.629999999999999,0.0,19.358404524985875,41.13666666666666,992.0833333333334,14.116551141624733,11.398951998612237,0.7574078601811424,0.991595475014126,-12.896666666666665,0.816666666666606
23.03,23.39,992.3,2025-12-02 02:00:00,0,normal,2,11,2.6799999999999997,-4.849999999999998,-0.6000000000000227,15.366666666666667,40.10666666666666,992.1333333333332,5.50064965860094,12.841117812194774,0.7607014306968006,7.663333333333334,-16.71666666666666,0.16666666666674246
24.09,22.78,991.6,2025-12-02 03:00:00,0,normal,3,11,1.0599999999999987,-0.6099999999999994,-0.6999999999999318,17.843333333333334,35.089999999999996,992.2333333333332,5.530286309646783,12.732047753601895,0.6055300708174046,6.246666666666666,-12.309999999999995,-0.6333333333332121
24.49,23.1,991.0,2025-12-02 04:00:00,0,normal,4,11,0.3999999999999986,0.3200000000000003,-0.6000000000000227,20.208333333333332,29.743333333333336,992.15,4.618165941872015,8.708112692579581,0.744983221285873,4.281666666666666,-6.643333333333334,-1.1499999999999773
23.86,26.22,990.4,2025-12-02 05:00:00,0,normal,5,11,-0.629999999999999,3.1199999999999974,-0.6000000000000227,21.959999999999997,26.933333333333334,991.85,3.3022780016225126,5.767611868586995,1.0290772565738533,1.9000000000000021,-0.7133333333333347,-1.4500000000000455
21.76,43.47,990.2,2025-12-02 06:00:00,0,normal,6,11,-2.099999999999998,17.25,-0.1999999999999318,22.930000000000003,27.866666666666664,991.4000000000001,1.5924446615188796,7.936633207265256,1.0677078252020746,-1.1700000000000017,15.603333333333335,-1.2000000000000455
19.55,42.4,990.4,2025-12-02 07:00:00,0,normal,7,11,-2.210000000000001,-1.0700000000000003,0.1999999999999318,22.796666666666667,30.226666666666663,990.9833333333332,1.8622960738471868,9.925840350653724,0.8256310717654972,-3.246666666666666,12.173333333333336,-0.5833333333332575
18.47,41.44,991.0,2025-12-02 08:00:00,0,normal,8,11,-1.0800000000000018,-0.9600000000000009,0.6000000000000227,22.036666666666665,33.235,990.7666666666668,2.55110694928038,10.17162671355959,0.5278888771936665,-3.5666666666666664,8.204999999999998,0.2333333333332348
17.47,45.18,991.5,2025-12-02 09:00:00,0,normal,9,11,-1.0,3.740000000000002,0.5,20.933333333333334,36.968333333333334,990.75,2.8939569220475008,9.66498094497169,0.4969909455896763,-3.4633333333333347,8.211666666666666,0.75
16.43,47.87,992.0,2025-12-02 10:00:00,0,normal,10,11,-1.0399999999999991,2.6899999999999977,0.5,19.59,41.096666666666664,990.9166666666666,2.7812874716576803,7.6330352197973,0.7167054253071524,-3.16,6.773333333333333,1.0833333333333712
15.82,49.26,992.5,2025-12-02 11:00:00,0,normal,11,11,-0.6099999999999994,1.3900000000000006,0.5,18.25,44.93666666666667,991.2666666666668,2.185598316251173,3.1037826384375165,0.9025888691228923,-2.4299999999999997,4.323333333333331,1.2333333333332348
15.49,49.78,992.7,2025-12-02 12:00:00,0,normal,12,11,-0.33000000000000007,0.5200000000000031,0.20000000000004547,17.205,45.98833333333334,991.6833333333333,1.589311171545695,3.5450834498874904,0.8886319072959197,-1.714999999999998,3.7916666666666643,1.0166666666667652
14.97,51.66,992.6,2025-12-02 13:00:00,0,normal,13,11,-0.5199999999999996,1.8799999999999955,-0.10000000000002274,16.441666666666666,47.531666666666666,992.0500000000001,1.313749088169657,3.6834354435317906,0.6833739825290179,-1.4716666666666658,4.12833333333333,0.5499999999999545
14.12,55.04,992.1,2025-12-02 14:00:00,0,normal,14,11,-0.8500000000000014,3.3800000000000026,-0.5,15.716666666666667,49.79833333333334,992.2333333333335,1.162061386789269,3.3549510677007355,0.45460605656343567,-1.5966666666666676,5.24166666666666,-0.13333333333343944
12.99,59.74,991.5,2025-12-02 15:00:00,0,normal,15,11,-1.129999999999999,4.700000000000003,-0.6000000000000227,14.969999999999999,52.225,992.2333333333335,1.2463867778502484,4.437430562836983,0.45460605656343567,-1.9799999999999986,7.515000000000001,-0.7333333333334622
11.94,64.41,990.8,2025-12-02 16:00:00,0,normal,16,11,-1.0500000000000007,4.669999999999995,-0.7000000000000455,14.221666666666666,54.98166666666666,992.0333333333333,1.5137161777118529,6.039319222119868,0.7474400756343547,-2.2816666666666663,9.428333333333335,-1.2333333333333485
12.15,63.29,990.6,2025-12-02 17:00:00,0,normal,17,11,0.21000000000000085,-1.1199999999999974,-0.1999999999999318,13.61,57.32,991.7166666666667,1.4797972834141526,6.096736832109449,0.8975893641662981,-1.459999999999999,5.969999999999999,-1.1166666666666742
12.81,60.09,991.0,2025-12-02 18:00:00,0,normal,18,11,0.6600000000000001,-3.1999999999999957,0.39999999999997726,13.163333333333334,59.03833333333333,991.4333333333334,1.1711134303160244,4.877628180444541,0.7865536641988401,-0.3533333333333335,1.0516666666666765,-0.43333333333339397
12.58,60.7,991.3,2025-12-02 19:00:00,0,normal,19,11,-0.23000000000000043,0.6099999999999994,0.2999999999999545,12.764999999999999,60.544999999999995,991.2166666666667,0.7722370102500221,3.2758922448701084,0.5419102016614632,-0.18499999999999872,0.15500000000000824,0.08333333333325754
12.21,61.92,992.2,2025-12-02 20:00:00,0,normal,20,11,-0.3699999999999992,1.2199999999999989,0.900000000000091,12.446666666666667,61.69166666666666,991.2333333333332,0.4112744420293522,1.8630020576120767,0.5750362307409608,-0.23666666666666636,0.22833333333333883,0.9666666666668107
11.65,64.07,993.1,2025-12-02 21:00:00,0,normal,21,11,-0.5600000000000005,2.1499999999999915,0.8999999999999773,12.223333333333334,62.41333333333333,991.5,0.42093546615431615,1.7931276214109415,0.9633275663023307,-0.5733333333333341,1.6566666666666663,1.6000000000000227
11.72,64.41,994.0,2025-12-02 22:00:00,0,normal,22,11,0.07000000000000028,0.3400000000000034,0.8999999999999773,12.186666666666667,62.413333333333334,992.0333333333334,0.4584611942864419,1.7931276214109415,1.3185851002738749,-0.4666666666666668,1.9966666666666626,1.9666666666665833
13.78,57.93,994.7,2025-12-02 23:00:00,0,normal,23,11,2.0599999999999987,-6.479999999999997,0.7000000000000455,12.458333333333334,61.51999999999999,992.7166666666667,0.7931561426771871,2.474671695397221,1.4797522315116702,1.3216666666666654,-3.589999999999989,1.9833333333333485
15.95,51.26,995.1,2025-12-03 00:00:00,0,normal,0,11,2.17,-6.670000000000002,0.39999999999997726,12.981666666666667,60.048333333333325,993.4,1.6474394273133568,4.916256367060892,1.4751271131656967,2.968333333333332,-8.788333333333327,1.7000000000000455
19.42,42.36,994.6,2025-12-03 01:00:00,0,normal,1,11,3.4700000000000024,-8.899999999999999,-0.5,14.121666666666668,56.99166666666667,993.9499999999999,3.068011842654226,8.686093291386328,1.1040833301866795,5.298333333333334,-14.631666666666668,0.650000000000091
23.1,31.86,993.6,2025-12-03 02:00:00,0,normal,2,11,3.6799999999999997,-10.5,-1.0,15.936666666666667,51.98166666666666,994.1833333333334,4.566270542430289,12.9147410607672,0.7521081482490805,7.163333333333334,-20.121666666666663,-0.5833333333333712
25.34,30.82,977.8,2025-12-03 03:00:00,1,multivariate_inconsistency,3,11,2.2399999999999984,-1.0399999999999991,-15.800000000000068,18.218333333333334,46.44,991.6333333333332,5.349117372676229,13.794061040897251,6.797842795083188,7.121666666666666,-15.619999999999997,-13.833333333333258
20.48,42.37,991.6,2025-12-03 04:00:00,0,normal,4,11,-4.859999999999999,11.549999999999997,13.800000000000068,19.678333333333335,42.76666666666667,991.2333333333332,4.3165375785074165,10.621340153985553,6.700646734955114,0.8016666666666659,-0.3966666666666754,0.36666666666678793
18.9,45.03,992.2,2025-12-03 05:00:00,0,normal,5,11,-1.5800000000000018,2.6600000000000037,0.6000000000000227,20.531666666666666,40.61666666666667,990.8166666666666,3.304811139334089,7.893355855823665,6.517182417783381,-1.6316666666666677,4.413333333333334,1.3833333333334394
17.49,48.83,992.9,2025-12-03 06:00:00,0,normal,6,11,-1.4100000000000001,3.799999999999997,0.6999999999999318,20.788333333333334,40.211666666666666,990.4499999999999,2.914573153425161,7.276255676284729,6.285777597083623,-3.2983333333333356,8.618333333333332,2.4500000000000455
16.09,51.92,993.3,2025-12-03 07:00:00,0,normal,7,11,-1.3999999999999986,3.0900000000000034,0.39999999999997726,20.233333333333334,41.805,990.2333333333332,3.4879086379471973,8.740216816532595,6.134709990428651,-4.143333333333334,10.115000000000002,3.0666666666667197
15.19,53.93,993.7,2025-12-03 08:00:00,0,normal,8,11,-0.9000000000000004,2.009999999999998,0.40000000000009095,18.915000000000003,45.48333333333333,990.25,3.6774162125057286,8.353307528558133,6.145811581882288,-3.725000000000003,8.446666666666673,3.4500000000000455
14.47,55.83,993.8,2025-12-03 09:00:00,0,normal,9,11,-0.7199999999999989,1.8999999999999986,0.09999999999990905,17.103333333333335,49.65166666666667,992.9166666666666,2.297891787414415,5.228362713762905,0.8704405015068674,-2.6333333333333346,6.1783333333333275,0.8833333333333258
13.88,57.9,993.8,2025-12-03 10:00:00,0,normal,10,11,-0.5899999999999999,2.0700000000000003,0.0,16.003333333333334,52.24,993.2833333333333,1.9041813639111687,4.722168993164019,0.6369196704949379,-2.123333333333333,5.659999999999997,0.5166666666666515
13.28,59.97,993.3,2025-12-03 11:00:00,0,normal,11,11,-0.6000000000000014,2.0700000000000003,-0.5,15.066666666666668,54.73,993.4666666666667,1.5421629831722021,4.051236848173636,0.3614784456413938,-1.7866666666666688,5.240000000000002,-0.16666666666674246
12.7,62.05,993.0,2025-12-03 12:00:00,0,normal,12,11,-0.5800000000000001,2.0799999999999983,-0.2999999999999545,14.268333333333333,56.93333333333333,993.4833333333332,1.2486699590630725,3.787002332540428,0.3311595788487859,-1.5683333333333334,5.116666666666667,-0.4833333333332348
12.41,63.12,992.7,2025-12-03 13:00:00,0,normal,13,11,-0.28999999999999915,1.0700000000000003,-0.2999999999999545,13.655000000000001,58.79999999999999,993.3833333333333,1.0652464503578032,3.5760760618309115,0.4622409184217027,-1.245000000000001,4.320000000000007,-0.6833333333332803
12.17,63.44,992.5,2025-12-03 14:00:00,0,normal,14,11,-0.2400000000000002,0.3200000000000003,-0.20000000000004547,13.151666666666666,60.385,993.1833333333333,0.8947271464902359,3.0555179593646913,0.5492419017732099,-0.9816666666666656,3.0549999999999997,-0.6833333333332803
11.88,63.98,992.4,2025-12-03 15:00:00,0,normal,15,11,-0.28999999999999915,0.5399999999999991,-0.10000000000002274,12.719999999999999,61.74333333333333,992.9499999999999,0.7434783117212552,2.3573940414506236,0.5319774431279727,-0.8399999999999981,2.2366666666666646,-0.5499999999999545
11.34,66.08,992.7,2025-12-03 16:00:00,0,normal,16,11,-0.5400000000000009,2.1000000000000014,0.3000000000000682,12.296666666666667,63.10666666666666,992.7666666666668,0.6704227521993489,2.033220761911253,0.33266599865897684,-0.956666666666667,2.9733333333333363,-0.06666666666671972
10.58,69.56,993.4,2025-12-03 17:00:00,0,normal,17,11,-0.7599999999999998,3.480000000000004,0.6999999999999318,11.846666666666666,64.705,992.7833333333333,0.7761872626283844,2.7257567756497316,0.36560452221460793,-1.2666666666666657,4.855000000000004,0.6166666666666742
9.67,74.27,994.4,2025-12-03 18:00:00,0,normal,18,11,-0.9100000000000001,4.709999999999994,1.0,11.341666666666667,66.74166666666666,993.0166666666668,1.0480346686377027,4.397746771548725,0.7626707459078541,-1.6716666666666669,7.528333333333336,1.383333333333212
10.41,72.49,995.1,2025-12-03 19:00:00,0,normal,19,11,0.7400000000000002,-1.7800000000000011,0.7000000000000455,11.008333333333333,68.30333333333333,993.4166666666666,0.9541366079689714,4.516523736975969,1.1125046816366508,-0.5983333333333327,4.186666666666667,1.683333333333394
13.59,60.65,995.8,2025-12-03 20:00:00,0,normal,20,11,3.1799999999999997,-11.839999999999996,0.6999999999999318,11.245,67.83833333333332,993.9666666666667,1.3806773699890469,5.2080530591255805,1.3574485871159676,2.3450000000000006,-7.1883333333333255,1.8333333333332575
15.9,54.73,996.1,2025-12-03 21:00:00,0,normal,21,11,2.3100000000000005,-5.920000000000002,0.3000000000000682,11.915000000000001,66.29666666666667,994.5833333333334,2.3708120971514974,7.460567449374556,1.343750968990441,3.9849999999999994,-11.56666666666667,1.5166666666666515
19.7,43.61,995.7,2025-12-03 22:00:00,0,normal,22,11,3.799999999999999,-11.119999999999997,-0.39999999999997726,13.308333333333332,62.55166666666667,995.0833333333334,3.917424749330428,11.906200765427515,1.0225784403470026,6.3916666666666675,-18.94166666666667,0.6166666666666742
22.77,35.23,994.7,2025-12-03 23:00:00,0,normal,23,11,3.0700000000000003,-8.380000000000003,-1.0,15.340000000000002,56.82999999999999,995.3000000000001,5.177729232008944,15.554549173794765,0.672309452555654,7.429999999999998,-21.599999999999994,-0.6000000000000227
22.17,27.68,990.2,2025-12-04 00:00:00,1,temperature_frozen,0,11,-0.5999999999999979,-7.549999999999997,-4.5,17.423333333333336,49.065,994.5999999999999,4.94980268967023,16.694415533345232,2.214497685705758,4.746666666666666,-21.384999999999998,-4.399999999999864
22.17,27.77,989.8,2025-12-04 01:00:00,1,temperature_frozen,1,11,0.0,0.08999999999999986,-0.40000000000009095,19.383333333333336,41.611666666666665,993.7166666666667,3.81568167784823,13.892090435447951,2.9198744265231156,2.7866666666666653,-13.841666666666665,-3.9166666666667425
22.17,30.88,989.9,2025-12-04 02:00:00,1,temperature_frozen,2,11,0.0,3.1099999999999994,0.10000000000002274,20.813333333333336,36.65,992.7333333333332,2.6355467490952824,10.676634301126796,3.0676809916718186,1.3566666666666656,-5.77,-2.8333333333332575
22.17,46.57,990.0,2025-12-04 03:00:00,1,temperature_frozen,3,11,0.0,15.690000000000001,0.10000000000002274,21.858333333333334,35.29,991.7166666666666,1.0842585792451587,8.128653024948054,2.719865192737575,0.3116666666666674,11.280000000000001,-1.7166666666665833
22.17,51.52,990.5,2025-12-04 04:00:00,1,temperature_frozen,4,11,0.0,4.950000000000003,0.5,22.27,36.60833333333333,990.85,0.24494897427845774,10.140389374509441,1.9023669467269992,-0.09999999999999787,14.911666666666676,-0.35000000000002274
22.17,52.48,990.8,2025-12-04 05:00:00,1,temperature_frozen,5,11,0.0,0.9599999999999937,0.2999999999999545,22.17,39.48333333333333,990.1999999999999,2.585469557211624e-07,11.954528291265374,0.38470768123324706,0.0,12.99666666666667,0.6000000000000227
16.93,48.0,995.3,2025-12-04 06:00:00,0,normal,6,11,-5.240000000000002,-4.479999999999997,4.5,21.296666666666667,42.87,991.0500000000001,2.139221042030656,10.76059106183289,2.1173096136369285,-4.366666666666667,5.130000000000003,4.249999999999886
21.17,36.7,994.8,2025-12-04 07:00:00,0,normal,7,11,4.240000000000002,-11.299999999999997,-0.5,21.13,44.35833333333333,991.8833333333333,2.096091601051838,8.66856024185474,2.4798521461300194,0.0400000000000027,-7.658333333333324,2.9166666666666288
24.06,28.59,993.7,2025-12-04 08:00:00,0,normal,8,11,2.889999999999997,-8.110000000000003,-1.099999999999909,21.445000000000004,43.97666666666667,992.5166666666665,2.4031624997074292,9.400218437178184,2.3540744819706814,2.614999999999995,-15.386666666666667,1.1833333333335077
25.21,26.16,992.5,2025-12-04 09:00:00,0,normal,9,11,1.1500000000000021,-2.4299999999999997,-1.2000000000000455,21.951666666666668,40.575,992.9333333333334,2.863050238236615,11.688462259852564,2.016597794966919,3.258333333333333,-14.415000000000003,-0.43333333333339397
25.78,24.84,991.5,2025-12-04 10:00:00,0,normal,10,11,0.5700000000000003,-1.3200000000000003,-1.0,22.55333333333333,36.12833333333334,993.1,3.2686918892221635,11.766570301777145,1.8055470085264285,3.22666666666667,-11.288333333333338,-1.6000000000000227
46.98042714991526,29.57,992.0,2025-12-04 11:00:00,1,temperature_spike,11,11,21.200427149915257,4.73,0.5,26.688404524985874,32.31,993.3000000000001,10.462932845553162,8.722586772282458,1.5479018056707232,20.292022624929384,-2.740000000000002,-1.3000000000000682
21.81,32.16,994.0,2025-12-04 12:00:00,0,normal,12,11,-25.17042714991526,2.5899999999999963,2.0,27.501737858319206,29.67,993.0833333333334,9.715638155286015,4.299916278254342,1.279713509604957,-5.6917378583192075,2.489999999999995,0.9166666666666288
23.74,28.59,993.1,2025-12-04 13:00:00,0,normal,13,11,1.9299999999999997,-3.5699999999999967,-0.8999999999999773,27.930071191652544,28.31833333333333,992.8000000000001,9.433208092306879,2.5779791827443432,0.9757048734114371,-4.190071191652546,0.2716666666666683,0.2999999999999545
24.68,27.01,992.6,2025-12-04 14:00:00,0,normal,14,11,0.9400000000000013,-1.5799999999999983,-0.5,28.033404524985873,28.054999999999996,992.6166666666667,9.385611537023085,2.62494761852432,0.8704405015079701,-3.353404524985873,-1.0449999999999946,-0.01666666666665151
24.38,28.53,992.4,2025-12-04 15:00:00,0,normal,15,11,-0.3000000000000007,1.5199999999999996,-0.20000000000004547,27.895071191652544,28.45,992.6,9.441498339398402,2.455613976177147,0.8740709353357875,-3.5150711916525452,0.08000000000000185,-0.20000000000004547
22.29,40.77,992.3,2025-12-04 16:00:00,0,normal,16,11,-2.09,12.240000000000002,-0.10000000000002274,27.313404524985874,31.105,992.7333333333332,9.701780606830706,5.032024443501524,0.7201851613755146,-5.0234045249858745,9.665000000000003,-0.4333333333332803
18.61,50.22,992.4,2025-12-04 17:00:00,0,normal,17,11,-3.6799999999999997,9.449999999999996,0.10000000000002274,22.584999999999997,34.54666666666667,992.8000000000001,2.255364715517205,9.149458271759254,0.6542170893509541,-3.974999999999998,15.673333333333332,-0.40000000000009095
17.27,49.36,993.0,2025-12-04 18:00:00,0,normal,18,11,-1.3399999999999999,-0.8599999999999994,0.6000000000000227,21.828333333333333,37.413333333333334,992.6333333333333,3.1510849983246474,10.798101067625923,0.3386246693102548,-4.558333333333334,11.946666666666665,0.36666666666667425
16.93,49.64,993.5,2025-12-04 19:00:00,0,normal,19,11,-0.33999999999999986,0.28000000000000114,0.5,20.69333333333333,40.92166666666667,992.6999999999999,3.528640909283149,10.777612753604783,0.4647580015436235,-3.763333333333332,8.718333333333334,0.8000000000000682
16.41,50.39,993.8,2025-12-04 20:00:00,0,normal,20,11,-0.5199999999999996,0.75,0.2999999999999545,19.315,44.818333333333335,992.9,3.265307029974349,8.784025083449208,0.6387487769059556,-2.905000000000001,5.571666666666665,0.8999999999999773
15.68,52.72,993.9,2025-12-04 21:00:00,0,normal,21,11,-0.7300000000000004,2.3299999999999983,0.10000000000002274,17.865,48.85,993.15,2.3771895170557764,4.1326988760371375,0.6949820141549787,-2.1849999999999987,3.8699999999999974,0.75
14.86,55.85,993.9,2025-12-04 22:00:00,0,normal,22,11,-0.8200000000000003,3.1300000000000026,0.0,16.626666666666665,51.36333333333334,993.4166666666666,1.3041267832026606,2.4983407827327206,0.6047037842329487,-1.7666666666666657,4.486666666666665,0.4833333333333485
14.23,58.46,993.9,2025-12-04 23:00:00,0,normal,23,11,-0.629999999999999,2.6099999999999994,0.0,15.896666666666667,52.73666666666667,993.6666666666666,1.193040932519293,3.7134278862885792,0.3614784456447399,-1.666666666666666,5.723333333333329,0.2333333333333485
13.55,61.6,993.6,2025-12-05 00:00:00,0,normal,0,11,-0.6799999999999997,3.1400000000000006,-0.2999999999999545,15.276666666666666,54.77666666666667,993.7666666666665,1.2985479069585733,4.714550526472895,0.175119007151624,-1.7266666666666648,6.823333333333331,-0.16666666666651508
12.91,64.74,993.4,2025-12-05 01:00:00,0,normal,1,11,-0.6400000000000006,3.1399999999999935,-0.20000000000004547,14.606666666666664,57.29333333333333,993.75,1.3118943046855864,5.40399728596028,0.20736441353111462,-1.6966666666666637,7.446666666666665,-0.35000000000002274
